rec-id,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform
rec-0136-org,Lila,Laskowska,60-691,Kalisz,668536649,8444 7426 8972 2959,59067.00,88
rec-0137-dup-0,Ben:gna,Kosłowska,61-916,Piła,787489690,8557 328 5969 7578,,15
rec-0137-dup-1,Benikna,Kozłowscka,61-016,Piłja,,8557 53288 5969 7578,11891.55,15
rec-0137-org,Benigna,Kozłowska,61-016,Piła,787489690,8557 3288 5969 7578,11891.55,15
rec-0138-org,Erna,Lis,62-100,Poznań,503644249,3869 6650 3908 1861,37368.37,15
rec-0139-dup-0,Gabruela,Kóbicka,60-751,Poznań,,2884 0692 70961 0327,,6
rec-0139-org,Gabryela,Kubicka,60-751,Poznań,532420448,2884 0692 7961 0327,69828.62,6
rec-0140-org,Larysa,Szewczyk,64-965,Kalisz,601623198,1977 8552 9510 8606,67317.54,25
rec-0141-dup-0,Pelagya,Dąbrowska,60-475,Kalis,,499 7201 6691 4167,17340.91,86
rec-0141-dup-1,Pelagya,Dąbro2ska,60-585,Kalisz,,4499 7201 36691 4167,17340.91,86
rec-0141-org,Pelagia,Dąbrowska,60-575,Kalisz,883632123,4499 7201 6691 4167,17340.91,86
rec-0142-dup-0,Lutmiła,Mikhalak,missing,Pozna,693425754,0346 9926 0571 0896,,69
rec-0142-org,Ludmiła,Michalak,61-317,Poznań,693425754,0346 9926 0571 0896,63032.57,69
rec-0143-dup-0,Blantyna,Kalinowzka,60-655,Leszn,,4187 4930 71479 3858,64684.67,30
rec-0143-dup-1,landyna,Kalinovskiea,60-65t,Leszno,,4187 430 1479 3858,64684.67,30
rec-0143-org,Blandyna,Kalinowska,60-655,Leszno,881837606,4187 4930 1479 3858,64684.67,30
rec-0144-org,Liliana,Kaczmarek,61-531,Kalisz,880417765,6921 1645 2628 4276,37225.20,51
rec-0145-dup-0,Alfreta,Urbaństka,61-701,Poznqń,,3279 5007 53141 9435,25724.83,8
rec-0145-dup-1,Alfreta,Urbańzka,61-701,Poznń,790027206,3279 5007 5141 9435,,28
rec-0145-org,Alfreda,Urbańska,61-701,Poznań,790027206,3279 5007 5141 9435,25724.83,8
rec-0146-org,Bożena,Czerwińska,61-562,Kalisz,885772429,5368 4617 3255 1383,96638.88,41
rec-0147-org,Felicja,Baranowska,61-743,Poznań,456969421,6029 2788 9294 1923,53911.50,1
rec-0148-dup-0,Itsabella,Kołodziejzka,61-103,Ssamotuły,533344762,7067 3386 9832 3532,,1006
rec-0148-dup-1,Isabella,Kołodziejzka,61-103,Szam9tuły,,7067 3386 832 3532,26932.30,100
rec-0148-dup-2,Isabella,Kołodziejska,61-103,Ssamotuły,,7067 3386 832 3532,,100
rec-0148-org,Izabella,Kołodziejska,61-103,Szamotuły,533344762,7067 3386 9832 3532,26932.30,100
rec-0149-dup-0,Erneztyna,Kowalzka,61-243,Kalisz,,9551 750 1405 0170,45538.17,7
rec-0149-org,Ernestyna,Kowalska,61-243,Kalisz,454439735,9551 7507 1405 0170,45538.17,47
rec-0150-dup-0,Sonya,Szkzepańska,62-865,Szamotułh,501800537,5805 9935 9802 01746,,1
rec-0150-dup-1,Sonya,Sjczepańska,missing,Sjamotuły,501800537,5805 99535 9802 0746,50251.73,1
rec-0150-dup-2,Sonya,Szczepaństka,62-i65,Szamotuły,,5805 9935 98029 0746,50251.73,1
rec-0150-org,Sonia,Szczepańska,62-865,Szamotuły,501800537,5805 9935 9802 0746,50251.73,1
rec-0151-org,Matylda,Domańska,60-824,Leszno,720924287,5558 7670 2162 1469,51216.33,32
rec-0152-dup-0,Adela,Dąprowska,64-3o0,Lestsno,,8471 519 7140 2704,76767.54,32
rec-0152-org,Adela,Dąbrowska,64-300,Leszno,694564494,8471 5129 7140 2704,76767.54,32
rec-0153-org,Eliza,Rutkowska,60-642,Konin,532074276,1901 8109 0669 7234,63931.43,36
rec-0154-org,Luiza,Czerwińska,61-536,Kalisz,505134228,4470 9229 9596 3480,84139.92,58
rec-0155-org,Honorata,Kowalska,63-401,Kalisz,537150416,6121 9673 1738 5301,60026.45,15
rec-0156-dup-0,Wacłaa,Szczepaństka,60-739,Ppznań,600975923,0798 4636 5295 0910,,74
rec-0156-dup-1,Wacława,Szczepańzka,60-629,Poznań,600975923,0798 4636 5295 0910 ,,47
rec-0156-dup-2,Wauława,Szczepań5ka,60-728,Poznań,,0798 46936 5295 0910,54068.20,74
rec-0156-org,Wacława,Szczepańska,60-729,Poznań,600975923,0798 4636 5295 0910,54068.20,74
rec-0157-org,Julianna,Kalinowska,61-152,Kalisz,536103266,4669 2526 1976 4892,38015.19,49
rec-0158-dup-0,Genoefa,Kaźmierczal<,60-34u,Lejzno,601583776,7806 41399 9226 9836,96561.24,42
rec-0158-dup-1,Genoweva,Kaźmlerczak,60-34i,Leszno,,7806 4399 9226 9836,96561.24,402
rec-0158-org,Genowefa,Kaźmierczak,60-348,Leszno,601583776,7806 4399 9226 9836,96561.24,42
rec-0159-org,Galina,Cieślicka,61-706,Poznań,500857327,8639 8597 1376 4763,59039.44,47
rec-0160-dup-0,Wiktorya,Sokółoska,60-40q,Pojnań,730810818,6962 6767 1549 713,53146.88,66
rec-0160-org,Wiktoria,Sokołowska,60-401,Poznań,730810818,6962 6767 1549 7613,53146.88,66
rec-0161-dup-0,Eula|ia,Szulc,61-50y,Poznań,,6820 4877 5144 96221,,72
rec-0161-org,Eulalia,Szulc,61-507,Poznań,451722601,6820 4877 5144 9621,66052.97,72
rec-0162-dup-0,Cesylia,Now'lcka,60-583,Kalisz,,0294 0096 64714 1912,59902.28,1
rec-0162-dup-1,Cesilia,Nowiccka,60-584,Kalusz,532194168,0294 0096 86471 1912,,1
rec-0162-dup-2,Cecyiia,Nowika,60-584,Kalisj,,0294 0096 671 1912,59902.28,1
rec-0162-org,Cecylia,Nowicka,60-584,Kalisz,532194168,0294 0096 6471 1912,59902.28,1
rec-0163-dup-0,Renada,Sil<orska,62-o80,Poznań,,2214 0228 3127 1834,58285.49,28
rec-0163-org,Renata,Sikorska,62-080,Poznań,579956412,2214 0228 3127 1834,58285.49,82
rec-0164-dup-0,Alokza,Sadovskiea,60-496,Kaliss,783683147,2428 7766 69513 0358,46353.15,12
rec-0164-dup-1,Alojsa,Sadoska,60-r06,Kalisz,783683147,2428 7766 691 0358,,12
rec-0164-org,Alojza,Sadowska,60-406,Kalisz,783683147,2428 7766 6913 0358,46353.15,12
rec-0165-org,Helga,Szulc,61-543,Piła,534960501,7075 6811 8122 9481,52627.12,60
rec-0166-org,Sylwestra,Adamska,62-040,Poznań,739730806,9444 5175 9065 1041,95898.36,27
rec-0167-dup-0,Atela,Wilcsyńska,missing,Gniejno,,7179 3803 8318 3600,92581.32,59
rec-0167-dup-1,Adelw,Wilc2yńska,61-158,Gnieno,,7179 383 8318 3600,92581.32,59
rec-0167-org,Adela,Wilczyńska,61-158,Gniezno,696024375,7179 3803 8318 3600,92581.32,59
rec-0168-org,Izabella,Kaczmarska,61-753,Poznań,796657293,4628 1413 7912 2116,26778.80,17
rec-0169-org,Agata,Michalska,61-218,Piła,538005452,2863 8249 0524 1044,32872.42,34
rec-0170-dup-0,Cyriela,Ojtrowska,61-859,Ssamotuły,605084289,1707 08270 7174 7490,,96
rec-0170-org,Cyryla,Ostrowska,61-859,Szamotuły,605084289,1707 0827 7174 7490,74756.74,96
rec-0171-org,Bogna,Laskowska,61-015,Poznań,502135247,8289 8166 1627 2528,43418.55,65
rec-0172-org,Bogusława,Zawadzka,60-534,Poznań,537548214,6102 6800 5909 4022,65041.17,15
rec-0173-dup-0,Kamila,Wilczyńscka,60-4r9,,,0163 8477 1141 11390,35175.71,34
rec-0173-dup-1,Kamila,Wilctsyńska,60-4r9,Poznsń,,0163 8477 1141 71390,35175.71,34
rec-0173-dup-2,oKamila,Wilczyńscka,60-44o,Poznań,,0163 84717 1141 1390,35175.71,34
rec-0173-org,Kamila,Wilczyńska,60-449,Poznań,666785072,0163 8477 1141 1390,35175.71,34
rec-0174-dup-0,Elfrieda,Zielińscka,missing,Pozjań,,9071 4987 5140 5639,33998.91,1
rec-0174-org,Elfryda,Zielińska,60-441,Poznań,782908466,9071 4987 5140 5639,33998.91,1
rec-0175-org,Weronika,Dudek,60-522,Konin,783899756,3233 4941 1381 0606,36573.74,54
rec-0176-dup-0,Izabela,Dusa,missing,Poznqń,531884852,0384 0457 8847 59708,66376.46,26
rec-0176-dup-1,Itsabella,Duta,61-224,Poznań,,0384 0457 884 9708,,26
rec-0176-org,Izabella,Duda,61-224,Poznań,531884852,0384 0457 8847 9708,66376.46,26
rec-0177-dup-0,Ludwia,Kozłowzka,60-41i,Konin,604851017,4882 9379 006 7425,14385.70,4
rec-0177-org,Ludwika,Kozłowska,60-419,Konin,604851017,4882 9379 0086 7425,14385.70,34
rec-0178-dup-0,Wira,Mazurzka,60-y71,Leszno,733544926,8515 4058 16725 5372,,52
rec-0178-dup-1,Wi4ra,Mazursl<a,60-771,Leazno,733544926,8515 4058 17325 5372,,52
rec-0178-dup-2,Wira,Mazurscka,missing,Lesznp,,8515 4058 1725 5372,2365.88,52
rec-0178-org,Wiera,Mazurska,60-771,Leszno,733544926,8515 4058 1725 5372,2365.88,52
rec-0179-dup-0,Izabwlla,Pawlikka,61-8u3,Pozbań,661106273,7310 41280 6051 8623,59147.68,40
rec-0179-org,Izabella,Pawlicka,61-873,Poznań,661106273,7310 1280 6051 8623,59147.68,40
rec-0180-dup-0,Cecylia,Ostrowscka,60-725,Poznań,,7500 220 8409 8670,,12
rec-0180-org,Cecylia,Ostrowska,60-724,Poznań,697622827,7500 2120 8409 8670,31278.84,12
rec-0181-org,Izabella,Kwiatkowska,60-806,Szamotuły,736115940,8566 2512 1930 6087,43899.09,30
rec-0182-org,Edmunda,Kubicka,60-267,Kalisz,454432701,8971 5713 1107 0733,55772.66,42
rec-0183-dup-0,Zwnaida,Kowalstka,61-761,Ledzno,882877725,1464 6712 6345 3815,44210.66,93
rec-0183-org,Zenaida,Kowalska,61-661,Leszno,882877725,1464 6712 6345 3815,44210.66,90
rec-0184-org,Izabela,Olszewska,61-829,Konin,781209481,9165 1396 3153 8878,14302.67,58
rec-0185-org,Milena,Wasilewska,61-717,Gniezno,508204339,7279 1387 8742 9943,55997.65,32
rec-0186-org,Kamilla,Baranowska,61-511,Kalisz,660856411,1628 8877 2756 4676,40787.21,14
rec-0187-dup-0,Leonarta,Wa5ilewska,60-q74,Posnań,459520046,1618 5244 233 6764,27831.80,89
rec-0187-dup-1,Leonaxda,Wasileeska,60-174,Poznń,,1618 5244 2335 6764,27831.80,8
rec-0187-dup-2,Leonarcla,Wasilevskiea,missing,Pozhań,459520046,1618 5244 2335 6764,27831.80,86
rec-0187-org,Leonarda,Wasilewska,60-174,Poznań,459520046,1618 5244 2335 6764,27831.80,89
rec-0188-dup-0,Sabona,Wilck,62-y04,Poznań,661405786,1073 7933 04374 6677,,63
rec-0188-dup-1,Sapina,Wylk,62-y04,Poznanń,,1073 7933 0474 6677,54483.40,63
rec-0188-dup-2,Sapina,Wilck,missing,Poznań,,1073 7933 04 74 6677,54483.40,63
rec-0188-org,Sabina,Wilk,62-604,Poznań,661405786,1073 7933 0474 6677,54483.40,63
rec-0189-org,Amelia,Nowicka,60-614,Ostrów Wielkopolski,782496718,3334 2333 6117 8855,70923.53,99
rec-0190-org,Ludwika,Zawadzka,60-803,Poznań,457942007,4478 9796 4111 6229,64924.51,100
rec-0191-dup-0,Lilya,Bednarska,missing,,798914161,2289 91184579 7078,,21
rec-0191-org,Lilia,Bednarska,61-471,Poznań,798914161,2289 9118 4579 7078,50835.52,21
rec-0192-dup-0,Maahcela,Rutko3ska,62-305,Konkin,573553795,0261 2191 00340 9975,,48
rec-0192-org,Marcela,Rutkowska,62-305,Konin,573553795,0261 2191 0034 9975,92083.93,48
rec-0193-org,Romualda,Michalak,61-287,Poznań,886811807,2023 5784 6167 9852,2266.05,36
rec-0194-org,Izabella,Sokołowska,60-593,Leszno,537030453,1475 4968 3624 3839,49169.68,98
rec-0195-org,Izabella,Sadowska,61-588,Gniezno,786149872,9041 3175 9269 9880,29843.47,57
rec-0196-org,Hanna,Jabłońska,61-317,Piła,794308948,7438 0033 6998 0850,10985.13,85
rec-0197-dup-0,Elisa,Sobcsak,61-668,Piła,697580304,6883 824 7355 5182,,1
rec-0197-dup-1,Eli2a,Sobchak,61-679,Piła,,6883 87284 7355 5182,38588.25,1
rec-0197-dup-2,Eli2a,Sobczak,61-678,Piła,,6883 8724 7355 51842,,
rec-0197-org,Eliza,Sobczak,61-678,Piła,697580304,6883 8724 7355 5182,38588.25,1
rec-0198-dup-0,Honorada,Marcinik,missing,Piła,796133254,1030 585 0457 7864,,43
rec-0198-org,Honorata,Marciniak,64-150,Piła,796133254,1030 1585 0457 7864,33520.30,43
rec-0199-dup-0,Lonkina,Rudkowska,61-867,P9znań,723199717,9486 20466 1402 0995,11728.67,29
rec-0199-dup-1,Longona,Rutkoqska,missing,Pozbań,723199717,9486 2046 14032 0995,11728.67,92
rec-0199-dup-2,Lonjina,Rutkoska,61-u67,Poznań,,9486 2046 14020995,11728.67,92
rec-0199-org,Longina,Rutkowska,61-867,Poznań,723199717,9486 2046 1402 0995,11728.67,92
rec-0200-org,Justyna,Adamska,63-220,Konin,454961108,0856 4832 6250 6582,61272.84,10
rec-0201-org,Dagmara,Urbańska,60-591,Poznań,696769915,0426 7440 8475 5378,67976.36,59
rec-0202-dup-0,Emilya,Zawadjka,61-8w4,Poznań,,2256 0723 099 2 2092,62670.66,31
rec-0202-org,Emilia,Zawadzka,61-834,Poznań,575679723,2256 0723 0992 2092,62670.66,31
rec-0203-dup-0,Zenoma,Andrzejeska,60-36y,Gniezno,,2370 040 3890 8309,52157.58,82
rec-0203-org,Zenona,Andrzejewska,60-366,Gniezno,579545089,2370 0940 3890 8309,52157.58,82
rec-0204-dup-0,Amelia,Sokołowstka,61-579,Gnkezno,,9477 92875 5500 4910,28765.98,42
rec-0204-org,Amelia,Sokołowska,61-479,Gniezno,881537795,9477 9275 5500 4910,28765.98,42
rec-0205-org,Benedykta,Kulesza,60-197,Poznań,783379337,5432 6159 3364 6559,76378.59,18
rec-0206-org,Sonia,Rutkowska,61-381,Ostrów Wielkopolski,502473950,0487 3263 3242 4655,37663.27,17
rec-0207-dup-0,Makda,Jankowska,missing,Kal8sz,,49989 7475 3935 6057,32987.28,81
rec-0207-org,Magda,Jankowska,61-678,Kalisz,571026153,4999 7475 3935 6057,32987.28,81
rec-0208-dup-0,Domikela,Saicka,61-03t,Posnań,783099384,2435 5369 4050 08737,41361.82,63
rec-0208-org,Domicela,Sawicka,61-035,Poznań,783099384,2435 5369 4050 0873,41361.82,63
rec-0209-org,Zenobia,Ostrowska,60-621,Poznań,531791286,8343 6132 8169 8502,40236.16,46
rec-0210-org,Estera,Sadowska,60-433,Gniezno,579690333,7407 3841 6487 3582,81115.02,31
rec-0211-org,Domicela,Sawicka,89-310,Konin,511478539,0675 7623 8393 5512,48116.32,43
rec-0212-dup-0,Luczanna,Mazurstka,60-909,Kalisz,452734151,4826 82231 8402 8957,,64
rec-0212-dup-1,Lukjanna,Mazurstka,60-009,Kalizz,,4826 8221 84025 8957,34482.90,64
rec-0212-dup-2,Lukjanna,Mazjrska,60-00i,Kalisz,452734151,4826 82214 8402 8957,34482.90,63
rec-0212-org,Lucjanna,Mazurska,60-009,Kalisz,452734151,4826 8221 8402 8957,34482.90,64
rec-0213-org,Henryka,Makowska,60-592,Konin,539284044,5680 6617 6648 9502,66233.81,76
rec-0214-org,Agnieszka,Duda,61-508,Piła,738775153,7026 6844 3434 7188,53207.01,45
rec-0215-org,Scholastyka,Wilczyńska,63-508,Poznań,695536668,4910 5343 9617 0381,61648.58,57
rec-0216-org,Natalia,Wiśniewska,61-397,Gniezno,663618637,1780 5388 9331 7398,41910.56,64
rec-0217-dup-0,Anlceta,Zakrzewzka,60-356,Poznań,,47 70 8592 1147 7450,,6
rec-0217-dup-1,Aniceta,Zakrjewska,60-35t,Poznń,452316433,4770 8592 10147 7450,50767.75,
rec-0217-org,Aniceta,Zakrzewska,60-356,Poznań,452316433,4770 8592 1147 7450,50767.75,6
rec-0218-org,Anna,Kowalewska,62-400,Szamotuły,518671632,3370 5076 7082 7779,53735.65,16
rec-0219-org,Bogusława,Sadowska,61-052,Poznań,573027169,4045 8616 5389 9327,46778.70,88
rec-0220-org,Ewelina,Bąk,62-110,Poznań,604692632,7080 7502 6303 3006,53884.27,70
rec-0221-dup-0,Bokumiła,Malinowjka,62-064,Piła,,5342 6720 7389 2701,,52
rec-0221-dup-1,Bokumiła,Malinowscka,missing,,696815118,5342 6720 17389 2701,50386.88,25
rec-0221-dup-2,Bokumiła,Malinowska,62-074,Piłq,,5342 6720 79389 2701,50386.88,25
rec-0221-org,Bogumiła,Malinowska,62-064,Piła,696815118,5342 6720 7389 2701,50386.88,25
rec-0222-dup-0,Sonya,Kowalewjka,missing,Pozbań,665636004,1879 22375360 7607,17194.51,48
rec-0222-dup-1,Snoia,Kowaleskaa,61-543,,665636004,1879 223 5360 7607,17194.51,48
rec-0222-dup-2,Sonya,Kowalewscka,missing,Poznań,,1879 2237 5360 767,17194.51,48
rec-0222-org,Sonia,Kowalewska,61-643,Poznań,665636004,1879 2237 5360 7607,17194.51,48
rec-0223-dup-0,Amelya,Wastilewska,61-495,Leszno,,4820 2035 87460 6404,36091.08,417
rec-0223-dup-1,Amelia,Wasilevskiea,61-495,Leszbo,,4820 2035 876 6404,,17
rec-0223-org,Amelia,Wasilewska,61-495,Leszno,694220912,4820 2035 8760 6404,36091.08,17
rec-0224-dup-0,Magcla,Zelinska,69-555,Pozhań,788370816,5052 7275 0859 801,90133.53,0
rec-0224-dup-1,Makda,Zieliństka,60-5r5,Poznsń,788370816,5052 7275 0859  9801,90133.53,0
rec-0224-dup-2,Magta,Zielińzka,missing,Poznań,788370816,5052 72725 0859 9801,,0
rec-0224-org,Magda,Zielińska,60-555,Poznań,788370816,5052 7275 0859 9801,90133.53,0
rec-0225-dup-0,Wicktoria,Jastińska,61-2p9,,531060053,1036 3614 1583 2751,,72
rec-0225-dup-1,Wikdoria,Jasińs1<a,61-2o9,Piła,,1036 3614 158 2751,17907.31,72
rec-0225-org,Wiktoria,Jasińska,61-209,Piła,531060053,1036 3614 1583 2751,17907.31,72
rec-0226-org,Gabriela,Sokołowska,60-766,Gniezno,733866133,1735 5843 5299 2845,37363.71,1
rec-0227-dup-0,Lena,Baranovskiea,60-y25,Lesznlo,451364971,8785 9326 2810 84128,,96
rec-0227-org,Lena,Baranowska,60-725,Leszno,451364971,8785 9326 2810 4128,70911.83,96
rec-0228-org,Lilianna,Laskowska,63-604,Poznań,787150997,6265 8373 3809 8249,88674.34,59
rec-0229-org,Genowefa,Bąk,61-869,Poznań,883910257,4860 3310 2485 6157,112172.88,20
rec-0230-dup-0,Natalya,Wawrzynisk,62-708,Poznqń,780864035,5616 3970 3373 8837,,5
rec-0230-dup-1,Natalya,Warzyniak,62-y09,Poznsń,780864035,566 3970 3373 8837,84054.10,5
rec-0230-org,Natalia,Wawrzyniak,62-709,Poznań,780864035,5616 3970 3373 8837,84054.10,5
rec-0231-dup-0,Łucja,Cieślika,61-526,Kalisz,,3154 08514 2319 3346,,23
rec-0231-dup-1,Łucza,Cieślikka,61-5w6,Kalisz,725270171,3154 40854 2319 3346,,13
rec-0231-org,Łucja,Cieślicka,61-526,Kalisz,725270171,3154 0854 2319 3346,25182.77,13
rec-0232-org,Izabella,Zielińska,61-763,Konin,667423362,9927 4080 4967 4676,73967.46,58
rec-0233-org,Albina,Brzezińska,63-640,Poznań,697689627,0325 6250 7003 1364,85727.32,76
rec-0234-org,Karolina,Sadowska,60-118,Kalisz,576747468,9930 7879 1179 5460,48752.17,14
rec-0235-org,Janina,Bąk,60-614,Poznań,795766656,8021 5044 9639 1168,40902.94,41
rec-0236-dup-0,Emilya,Rutckowska,missing,Gniezno,727506633,7828 0566 58922 0463,,70
rec-0236-org,Emilia,Rutkowska,61-152,Gniezno,727506633,7828 0566 5922 0463,56750.62,70
rec-0237-dup-0,Beahnardyna,Wilczyństka,60-466,Szamotiły,539920116,6516 904 1317 8496,65465.53,91
rec-0237-org,Bernardyna,Wilczyńska,60-366,Szamotuły,539920116,6516 9604 1317 8496,65465.53,91
rec-0238-org,Ludomira,Sikora,60-261,Kalisz,728694611,9382 5643 2339 4408,74507.29,75
rec-0239-dup-0,Leonarda,Wasilewska,77-42e,Poznwń,451168646,2796 2891 6139 30954,,07
rec-0239-dup-1,Leonaahda,Wasileska,77-324,Poznqń,451168646,2796 2891 6139 3054,,70
rec-0239-dup-2,Leonarda,Wasileska,77-414,Poznań,451168646,2796 2891 06139 3054,,7
rec-0239-org,Leonarda,Wasilewska,77-424,Poznań,451168646,2796 2891 6139 3054,37333.88,70
rec-0240-dup-0,Isabella,Kowalstka,61-8u9,Piła,513023467,1790 2722 13508 4803,47878.66,90
rec-0240-org,Izabella,Kowalska,61-879,Piła,513023467,1790 2722 1308 4803,47878.66,9
rec-0241-org,Izabella,Zielińska,60-175,Poznań,789013806,9880 8521 4356 7962,40199.58,47
rec-0242-org,Regina,Kaźmierczak,61-624,Poznań,603566905,5411 1642 0051 7487,29529.51,87
rec-0243-dup-0,Isabella,Ostroska,missing,Szamoruły,,6769 3080 0052 5279,44973.60,2
rec-0243-org,Izabella,Ostrowska,61-582,Szamotuły,724357978,6769 3080 0052 5279,44973.60,2
rec-0244-dup-0,Helena,Kubjcka,60-19t,Piłw,737691567,1646 6306 4815 948,,20
rec-0244-dup-1,Helena,Kubiccka,60-185,Piła,,1646 60306 4815 9948,24490.17,2
rec-0244-dup-2,Helema,Kupicka,60-195,Piła,,1646 6306 4815 99048,24490.17,02
rec-0244-org,Helena,Kubicka,60-195,Piła,737691567,1646 6306 4815 9948,24490.17,20
rec-0245-org,Honorata,Krajewska,61-328,Poznań,517148727,1896 7900 8859 3947,57667.70,24
rec-0246-dup-0,Edmundaj,Zając,61-304,Pojnań,664347128,8061 1482 53453 3667,72884.33,39
rec-0246-org,Edmunda,Zając,61-404,Poznań,664347128,8061 1482 5453 3667,72884.33,93
rec-0247-org,Izabella,Kaźmierczak,63-002,Kalisz,788633414,1437 1825 1461 5575,29167.52,74
rec-0248-dup-0,Stanijława,Kukharska,y2-850,Pojnań,,5981 2070 8516 9857,67673.15,59
rec-0248-dup-1,Stanistława,Kucarska,62-850,Poznań,,5981 2070 85166 9857,67673.15,599
rec-0248-dup-2,Stanizława,Kuvharska,62-850,P9znań,,5981 2070 8516 92857,67673.15,59
rec-0248-org,Stanisława,Kucharska,62-850,Poznań,570983665,5981 2070 8516 9857,67673.15,59
rec-0249-org,Adriana,Kaźmierczak,61-546,Poznań,519420954,8231 2023 4481 9404,72332.70,48
rec-0250-org,Martyna,Kubicka,60-820,Poznań,513302764,2609 0354 8978 6428,64520.91,34
rec-0251-org,Krzysztofa,Adamska,64-320,Poznań,793861259,0887 4982 7497 2682,46147.29,58
rec-0252-org,Lucja,Zawadzka,61-860,Gniezno,790591266,2757 0923 1574 5826,57309.49,97
rec-0253-org,Ksawera,Kaczmarek,60-665,Gniezno,694926176,4510 7293 6019 0191,21964.62,12
rec-0254-org,Ewa,Wojciechowska,61-661,Gniezno,739974192,6291 7933 7106 4889,56653.12,57
rec-0255-dup-0,Petronelw,Szewkzyk,60-4u4,Lewzno,791312920,9089 7328 5150 2016,,4
rec-0255-org,Petronela,Szewczyk,60-474,Leszno,791312920,9089 7328 5150 2016,57416.15,4
rec-0256-org,Zuzanna,Laskowska,61-014,Poznań,501845826,0002 4069 4926 0757,53071.40,95
rec-0257-org,Mariola,Kowalska,61-778,Leszno,737585988,3439 1623 0733 3885,38714.15,4
rec-0258-org,Blandyna,Majewska,61-049,Gniezno,572961844,6256 2676 6555 7473,35322.99,8
rec-0259-dup-0,Atolfina,Aclamska,62-q30,Kalistz,784359892,6877 25157 5184 7105,71157.02,38
rec-0259-dup-1,Adolfina,Adamscka,63-130,Kalisz,,6877 255 5184 7105,71157.02,58
rec-0259-org,Adolfina,Adamska,62-130,Kalisz,784359892,6877 2515 5184 7105,71157.02,38
rec-0260-org,Leontyna,Sokołowska,60-251,Szamotuły,788615155,4477 2398 3699 4484,45347.26,1
rec-0261-dup-0,Jujia,Japłońska,60-w32,Kalizz,737185948,4441 9953 1624 0786,,17
rec-0261-dup-1,Julya,Japłońska,60-222,Kaliss,737185948,4441 993 1624 0786,75096.82,17
rec-0261-dup-2,Julya,Jabłońzka,60-232,Kalisz,,4441 9953 13624 0786,,17
rec-0261-org,Julia,Jabłońska,60-232,Kalisz,737185948,4441 9953 1624 0786,75096.82,17
rec-0262-org,Amelia,Wilk,61-514,Leszno,729679240,8415 2548 2071 2338,58528.32,38
rec-0263-dup-0,Hanga,Kalinowscka,61-6i3,,,8229 4700 4520 7009,24458.96,52
rec-0263-dup-1,Hanga,Kalinow5ka,61-673,Piła,,8229 4700 45210 7009,24458.96,52
rec-0263-dup-2,Hanga,Kalinowska,missing,Piła,,8229 4700 4520 70029,24458.96,02
rec-0263-org,Hanka,Kalinowska,61-683,Piła,789672757,8229 4700 4520 7009,24458.96,52
rec-0264-dup-0,Zuzana,Wosciechowska,77-470,Pojnań,501131290,1386 4684 900 8075,25160.35,1
rec-0264-dup-1,Zrzanna,Wojciechovvska,77-470,Pozmań,,1386 4684 900 8075,25160.35,81
rec-0264-org,Zuzanna,Wojciechowska,77-470,Poznań,501131290,1386 4684 9080 8075,25160.35,81
rec-0265-org,Jagoda,Malinowska,60-216,Gniezno,459306853,8653 9982 0694 9952,32372.51,45
rec-0266-org,Lilianna,Zawadzka,63-750,Konin,667625153,8833 1932 4753 4902,57422.32,48
rec-0267-org,Izabella,Jabłońska,60-612,Poznań,699705097,5383 4889 5799 1756,66450.18,1
rec-0268-org,Marzena,Cieślicka,61-666,Poznań,693188261,7986 0114 2550 4099,44876.24,23
rec-0269-dup-0,Polina,Mazórska,64-0q0,Konuin,,5886 3252 1814 3106,28290.43,28
rec-0269-dup-1,Polina,Mazuraka,64-010,Konib,507722560,5886 32 52 1814 3106,28290.43,25
rec-0269-dup-2,Paulina,Masurska,64-0q0,Konin,,5886 3252 1814 3106,,08
rec-0269-org,Paulina,Mazurska,64-010,Konin,507722560,5886 3252 1814 3106,28290.43,28
rec-0270-org,Arletta,Szczepańska,60-398,Gniezno,694167872,5323 6552 8223 6371,30441.67,13
rec-0271-org,Lilla,Kaczmarska,60-692,Konin,785690674,4624 7962 1354 7028,25605.49,25
rec-0272-org,Wiktoria,Kowalewska,60-257,Szamotuły,573637189,2969 3092 9687 2437,43407.12,23
rec-0273-dup-0,Eelina,Pawłowzka,60-7t9,Kalidz,724335670,8354 6998 0847 94986,59640.53,11
rec-0273-dup-1,Ewelina,Pałowska,60-75o,Kaliaz,,8354 6998 0847 4986,59640.53,161
rec-0273-org,Ewelina,Pawłowska,60-759,Kalisz,724335670,8354 6998 0847 4986,59640.53,11
rec-0274-dup-0,Marianna,Bąck,62-t41,,,7060 302 4134 8050,42567.23,36
rec-0274-dup-1,Marlanna,Bąck,62-641,Poznań,,7060 3029 4134 80590,42567.23,36
rec-0274-dup-2,Marainna,Bąck,62-541,Pozlnań,,7060 30294134 8050,42567.23,36
rec-0274-org,Marianna,Bąk,62-541,Poznań,455347491,7060 3029 4134 8050,42567.23,36
rec-0275-org,Lilla,Laskowska,63-041,Leszno,605598953,4522 3442 9574 6293,13541.28,9
rec-0276-dup-0,Bipianna,Sadowska,60-t84,Gnizno,,7770 330 8742 2518,26468.05,4
